Column_1,Column_2,Column_3,Column_4,Column_5
57,19,64,60,22
98,61,16,51,35
78,9,23,26,99
69,97,2,69,44
52,28,8,42,91
27,53,55,49,24
45,47,34,29,19
60,2,48,6,60
35,9,92,30,67
51,25,49,55,75
9,95,4,63,54
68,36,26,54,33
40,6,72,22,52
62,60,96,50,24
24,75,59,37,50
84,23,18,33,99
41,6,56,1,76
65,48,68,66,94
11,59,90,8,73
27,15,5,67,54
42,90,74,14,34
93,38,21,71,49
40,61,61,27,65
44,93,30,67,18
11,80,36,2,3
33,18,19,9,74
32,78,12,60,45
21,62,45,88,31
72,3,87,87,89
90,59,7,74,30
51,99,49,34,34
51,24,26,78,66
57,99,15,8,37
80,10,9,91,26
18,30,15,1,72
21,60,9,33,13
93,11,2,65,50
29,5,72,28,9
64,34,14,90,40
18,10,60,20,64
27,38,46,25,57
48,63,77,16,18
57,80,11,94,51
15,68,55,98,92
37,65,40,28,68
52,54,69,97,52
80,12,79,74,51
71,7,81,69,85
75,39,80,49,43
37,52,77,56,59
49,43,85,95,12
72,40,9,65,32
53,62,23,96,99
61,96,5,29,45
19,44,49,84,20
72,32,82,86,57
66,39,45,28,21
16,38,74,57,87
2,39,58,42,47
56,16,87,54,11
72,15,29,67,72
94,6,20,26,19
70,52,11,72,81
74,44,83,87,84
43,18,84,12,58
7,87,40,54,76
58,20,29,84,90
48,12,53,27,79
79,64,41,40,51
46,41,52,84,21
19,15,67,6,79
44,51,64,60,94
79,42,29,40,88
29,5,46,81,94
13,80,92,66,19
23,93,25,59,99
91,68,66,5,50
23,49,14,52,20
98,33,55,47,11
76,66,84,88,99
39,91,7,40,54
66,71,2,21,69
61,91,57,72,7
73,71,29,39,55
30,87,18,64,36
24,67,63,50,92
11,85,37,44,52
97,86,39,3,14
21,31,85,25,43
53,3,70,44,75
50,22,20,74,43
18,69,82,35,51
42,4,60,6,36
59,12,2,66,32
2,54,58,76,60
44,64,14,82,56
73,94,26,62,1
89,27,55,19,29
58,84,50,11,25
92,39,4,60,90
69,8,93,35,93
51,34,9,32,92
36,69,14,69,64
40,50,4,95,69
55,49,83,25,64
77,89,37,70,72
97,84,28,1,55
84,51,87,56,41
25,39,80,51,6
17,57,54,98,60
39,2,54,8,21
33,37,48,54,69
36,20,79,75,18
20,77,94,56,64
73,46,60,91,56
34,73,14,35,89
91,6,32,32,77
45,45,59,63,39
35,5,14,14,79
88,94,47,16,65
77,7,73,76,45
61,96,68,72,9
12,12,16,24,93
55,41,61,68,77
96,18,63,60,72
28,86,44,86,15
85,32,4,48,88
45,78,67,89,12
46,71,76,6,52
20,97,8,53,44
38,14,5,76,55
50,62,2,67,21
85,88,81,98,38
44,84,24,10,85
19,17,14,42,15
75,11,26,62,38
54,40,50,64,66
47,84,69,75,29
36,95,42,38,92
18,49,44,36,59
39,6,48,40,64
27,67,63,5,12
55,81,97,2,93
91,86,35,83,31
46,11,53,35,65
9,5,82,68,42
7,38,66,55,24
32,34,90,20,14
79,78,16,58,54
52,67,37,94,92
42,6,6,80,24
50,92,59,15,8
64,27,28,50,61
22,73,49,23,29
32,38,78,87,75
59,88,37,48,69
46,1,12,29,50
41,7,24,82,78
41,10,53,22,31
62,87,29,42,47
35,14,78,1,13
60,12,44,64,61
25,94,38,27,81
34,11,25,19,47
94,58,14,9,66
23,73,70,13,3
75,5,49,45,64
45,94,22,65,55
86,36,51,15,60
47,70,16,30,61
21,15,69,36,95
8,39,4,84,63
48,73,10,82,20
29,98,67,99,17
49,77,24,47,39
82,87,57,78,34
59,58,60,26,52
95,78,37,68,74
24,19,58,53,73
92,2,94,53,70
70,70,59,43,48
65,50,30,85,38
69,22,49,12,21
26,36,69,90,61
47,41,20,55,45
79,46,18,43,2
97,69,91,80,96
41,83,99,82,82
13,60,71,66,24
82,91,27,78,87
64,38,55,67,57
79,90,54,31,69
94,15,89,10,66
68,77,58,64,53
79,61,77,83,30
49,87,20,20,9
35,85,72,49,44
85,23,17,46,13
17,39,39,36,30
86,40,82,87,63
33,3,95,99,3
67,47,69,9,52
62,39,93,67,49
79,61,64,68,91
62,71,10,57,8
82,9,63,77,98
77,77,46,42,53
72,88,97,76,35
66,35,29,87,29
30,4,15,14,19
15,6,48,84,74
15,23,57,32,33
9,47,51,56,23
15,37,51,71,57
14,10,31,84,61
41,35,11,91,9
60,2,71,63,86
26,75,85,19,82
71,26,7,46,55
62,68,37,57,57
60,85,70,29,30
18,16,89,85,96
82,82,74,28,13
25,5,84,78,14
79,16,60,18,56
54,15,63,96,14
97,35,19,77,86
51,58,81,31,28
79,84,25,24,54
83,3,62,93,43
98,58,79,62,95
76,49,48,47,58
57,48,29,18,46
68,12,10,29,80
18,88,48,47,21
39,81,60,74,50
70,18,26,50,88
85,71,4,3,47
83,13,48,91,45
21,45,79,64,89
48,96,63,45,41
13,76,59,2,96
87,68,81,34,81
62,27,32,6,3
87,99,46,7,23
21,16,94,42,35
97,66,32,12,5
80,89,86,90,55
8,44,30,41,94
77,17,6,24,50
51,12,70,14,37
1,71,52,1,31
60,90,2,71,38
99,55,93,41,64
35,44,56,98,63
26,63,71,31,58
42,33,45,58,64
88,55,10,68,83
20,49,20,17,42
17,58,87,32,88
57,70,63,63,41
82,82,4,52,48
60,64,13,69,20
21,40,35,9,82
32,82,91,49,20
30,10,53,74,86
15,11,46,82,99
33,97,44,63,93
34,9,58,51,34
33,78,53,93,80
81,81,50,92,88
71,88,48,28,61
71,82,55,33,9
32,82,57,35,44
25,21,17,50,58
43,93,19,46,81
1,72,24,25,93
45,29,74,11,67
29,95,68,33,18
14,32,15,65,92
54,68,82,14,47
8,97,37,2,80
37,55,18,35,36
34,77,81,14,62
8,37,63,36,50
47,43,64,5,31
11,90,74,90,16
64,99,8,17,21
57,50,53,82,15
2,78,55,18,9
72,99,50,53,95
1,52,80,73,32
39,64,62,25,80
17,9,91,9,78
43,6,64,61,87
42,79,48,63,99
27,22,78,34,35
58,26,11,19,57
74,65,20,25,29
54,40,55,91,74
5,16,2,85,70
13,47,60,18,84
79,73,67,16,63
9,93,78,58,48
36,79,56,35,84
96,97,84,16,57
56,75,20,58,38
86,22,23,47,39
51,67,3,1,19
16,24,80,64,13
25,25,52,64,44
84,48,98,15,69
3,22,17,39,55
83,54,33,14,87
78,85,96,80,55
30,74,58,36,92
4,33,43,8,50
4,99,25,88,59
24,66,91,71,63
74,29,6,7,27
68,41,56,9,28
8,1,68,75,35
95,13,62,46,35
77,30,34,55,96
44,63,24,39,15
73,68,16,5,73
93,91,84,80,30
15,26,32,17,33
3,36,88,47,36
1,8,26,13,54
48,83,7,10,49
6,49,96,99,8
3,41,42,58,71
46,42,73,92,86
49,44,61,88,34
16,6,64,21,11
68,93,96,52,34
5,81,93,45,86
44,83,67,54,59
65,77,29,12,77
49,39,80,17,67
65,29,24,13,41
93,31,74,79,38
37,71,88,62,47
41,62,27,16,72
6,89,45,96,16
94,12,22,65,23
62,39,67,4,13
31,28,82,99,14
91,17,17,70,40
52,36,8,90,27
43,18,70,92,29
73,58,6,98,69
28,56,12,10,92
26,57,65,32,92
73,8,41,27,87
6,47,21,82,22
47,53,20,24,12
15,31,62,76,1
52,88,90,4,42
79,21,86,49,31
34,75,5,41,64
3,40,2,94,98
44,71,10,53,1
97,18,97,68,96
14,27,78,36,58
17,8,17,13,96
11,37,65,33,22
10,53,28,63,89
15,76,52,96,22
2,46,67,21,51
1,5,57,4,25
92,76,39,72,96
22,33,70,48,72
80,17,99,63,26
50,27,73,2,37
21,62,9,90,66
93,46,94,31,70
49,85,90,72,50
23,64,8,69,33
92,64,78,79,12
92,44,89,13,59
87,73,66,12,45
84,51,66,19,52
19,78,21,31,18
27,11,26,87,55
82,30,33,10,7
68,54,60,89,16
46,99,50,33,41
16,31,61,62,19
88,33,15,50,92
60,71,40,2,3
78,37,50,85,80
36,27,96,88,69
29,27,36,50,70
85,4,46,81,55
91,37,60,93,57
36,46,49,65,46
20,33,80,73,50
96,31,71,4,83
47,98,78,93,43
48,45,91,49,68
89,42,42,1,67
22,36,25,55,47
27,31,23,5,18
93,64,21,64,18
7,93,24,89,91
27,79,85,35,48
82,38,55,2,53
19,74,92,26,58
91,45,99,73,2
95,17,55,36,82
44,58,1,29,81
2,23,45,49,89
1,56,96,88,89
18,52,52,39,99
16,21,31,52,42
36,68,20,85,51
8,91,81,29,26
37,95,84,48,80
63,47,94,92,28
39,39,87,73,46
47,22,41,41,95
8,41,57,98,77
32,82,39,34,70
27,33,20,29,15
21,15,79,81,51
15,7,97,1,88
83,34,39,90,13
79,15,39,71,37
89,81,85,25,61
92,23,47,36,57
39,6,95,32,41
47,62,93,38,82
71,20,53,25,48
68,54,41,5,70
61,36,26,10,31
30,98,23,84,22
53,31,97,21,25
78,47,38,2,45
12,19,70,65,29
2,35,11,60,34
91,79,36,17,91
92,97,85,77,14
46,61,39,87,67
32,97,96,50,8
47,85,88,82,99
36,69,92,56,19
33,6,81,98,56
67,38,68,74,61
59,36,48,61,28
87,30,89,20,4
27,55,88,42,14
17,64,66,92,29
66,30,1,40,93
41,93,28,28,33
18,13,34,4,64
90,48,73,28,50
44,28,6,91,59
38,19,46,72,62
46,36,54,38,46
10,66,84,9,25
44,79,56,56,91
74,42,61,45,62
53,49,37,66,93
16,66,26,1,79
22,37,2,70,78
58,47,86,17,23
22,30,18,60,84
87,25,97,89,51
61,16,8,59,31
86,17,89,33,56
53,53,25,44,27
41,21,98,1,99
24,51,71,38,15
89,70,54,74,96
17,40,32,64,15
75,3,29,17,85
61,92,88,18,89
30,53,65,3,9
83,4,63,69,18
45,17,75,44,13
89,55,6,22,11
2,23,70,4,74
5,60,78,59,85
94,80,8,18,60
83,64,8,9,54
87,68,11,98,30
44,26,2,68,30
46,97,6,8,59
99,81,46,57,92
58,44,27,65,21
41,6,49,60,84
74,24,23,22,87
19,69,36,88,15
54,60,20,51,76
31,17,60,54,22
50,88,48,57,99
26,65,32,50,59
22,23,6,22,76
57,91,81,61,72
71,69,57,59,41
37,66,91,41,16
38,66,15,27,4
1,98,8,97,2
99,80,48,22,78
82,49,28,27,11
26,55,19,53,52
59,47,18,97,14
43,28,99,38,53
39,28,77,16,23
89,36,90,83,66
11,51,15,46,42
51,59,25,44,42
23,3,68,30,16
1,88,67,31,27
97,98,23,86,94
33,74,43,21,13
25,81,34,37,63
20,23,2,93,3
60,34,60,74,82
36,1,76,50,49
68,37,46,88,64
91,5,98,12,13
84,12,31,85,13
98,57,41,1,41
41,61,25,78,11
16,58,18,37,21
64,44,27,72,59
14,95,99,56,81
47,69,53,63,42
9,32,85,62,72
60,71,29,68,63
60,16,52,83,6
16,29,28,23,31
16,94,26,72,67
46,52,91,27,13
88,51,64,32,34
34,88,71,19,4
43,46,48,94,39
81,97,27,25,49
58,48,15,7,52
19,54,40,17,29
61,28,58,4,83
34,31,90,73,36
56,13,81,32,66
59,22,86,21,59
47,27,68,24,48
22,88,63,86,62
5,56,59,74,91
57,16,35,10,59
70,88,95,49,11
68,15,45,83,21
54,64,38,40,34
90,97,58,14,85
30,86,37,43,67
46,97,96,86,63
84,65,82,40,33
84,4,10,31,94
21,10,28,83,74
81,59,31,52,14
47,58,59,85,41
55,89,9,40,34
99,37,10,92,35
89,9,44,81,47
78,36,64,26,91
35,67,74,71,60
89,86,4,46,54
60,45,55,44,7
59,1,92,12,87
32,57,65,70,12
28,60,98,39,40
13,48,74,16,37
74,49,96,34,44
58,7,87,47,14
22,13,22,40,98
88,8,27,31,12
12,59,20,45,77
92,9,86,61,29
44,74,70,18,95
92,43,39,7,69
37,77,51,93,33
80,50,62,85,14
30,26,31,89,47
23,33,67,44,83
31,65,11,55,63
24,28,28,18,56
22,24,40,37,90
95,12,72,85,68
57,3,89,77,54
45,61,47,65,39
68,59,22,77,37
5,21,20,46,82
25,86,20,42,3
57,22,27,42,50
14,15,29,12,17
48,5,77,36,7
48,33,3,67,7
22,48,5,43,67
81,75,57,62,98
40,42,52,15,67
24,79,45,95,70
55,51,82,66,63
61,48,59,26,61
13,3,62,41,43
75,86,26,86,8
36,29,70,66,32
67,62,21,11,2
65,39,12,64,54
45,23,92,96,90
8,69,3,27,57
43,7,20,10,19
51,83,8,22,68
13,26,88,71,56
69,91,7,9,58
31,58,71,51,29
97,76,98,88,10
38,98,91,14,70
41,65,73,57,58
56,34,18,18,90
96,77,28,15,88
39,65,81,83,93
20,56,37,6,9
61,98,47,88,34
4,84,75,83,97
5,65,27,17,4
31,55,98,48,85
96,68,45,7,23
4,66,82,41,25
30,99,68,99,27
83,3,98,13,32
94,26,98,29,78
31,43,39,53,66
50,14,87,68,62
75,14,75,5,20
55,27,63,87,29
6,31,79,84,12
60,72,34,48,6
34,80,97,96,16
32,44,99,19,95
97,44,73,19,13
85,47,86,89,17
98,69,21,28,60
18,81,87,31,20
9,20,4,78,71
40,12,90,17,31
54,16,65,81,77
80,29,13,74,64
14,6,44,84,16
2,55,47,41,60
27,49,62,51,33
97,17,15,41,98
46,17,89,87,72
20,12,88,13,69
28,95,90,61,90
48,1,25,91,55
46,84,60,42,94
92,82,56,11,10
83,99,32,54,55
31,16,77,84,3
73,19,84,51,25
78,97,81,81,47
46,39,83,76,6
38,28,32,85,95
15,11,44,86,67
2,27,55,79,8
30,49,39,84,98
69,99,18,96,60
71,43,8,1,35
86,63,18,1,78
30,5,14,82,40
8,9,16,90,42
83,69,51,51,28
16,45,98,91,72
96,15,15,90,36
7,67,73,7,75
17,57,95,14,92
67,37,35,60,72
72,54,27,79,97
4,38,49,3,25
14,96,18,19,78
31,41,97,59,85
71,88,38,13,99
86,17,9,55,95
94,79,85,7,74
84,29,67,83,34
66,54,19,33,84
33,22,91,61,81
9,72,48,60,12
71,10,10,21,9
88,50,91,63,25
43,5,74,61,57
84,55,34,37,77
81,7,65,57,71
85,50,98,71,7
56,15,66,60,35
66,44,46,24,24
38,96,60,18,29
10,23,26,22,74
37,58,49,28,58
16,8,85,5,58
20,15,8,42,14
73,52,43,57,69
23,52,8,52,79
13,85,41,46,31
21,16,91,41,52
98,65,82,24,85
37,70,55,13,43
43,22,34,7,33
58,55,44,13,2
9,58,29,48,98
41,69,56,82,9
25,86,24,49,55
81,12,63,79,29
91,72,83,74,68
42,3,79,85,26
68,61,1,62,18
14,68,57,69,6
85,17,65,50,95
68,29,79,94,16
54,89,39,20,43
32,94,90,88,93
3,37,4,65,71
3,56,61,87,68
26,1,54,62,35
86,50,39,92,33
58,54,41,76,51
88,66,2,38,86
79,43,71,8,26
94,98,77,9,29
42,38,77,99,93
82,34,80,81,86
18,86,30,4,9
19,16,52,9,9
92,9,41,78,91
58,6,36,32,43
49,36,3,40,31
41,36,72,99,37
50,44,53,35,35
49,49,12,25,49
23,22,39,50,41
45,99,86,72,38
27,70,9,39,15
39,67,4,56,12
46,56,73,31,13
10,49,97,75,94
17,63,53,41,8
4,88,17,12,69
97,9,62,56,51
68,69,13,32,14
20,6,13,30,98
7,10,12,44,85
20,45,39,13,37
44,58,86,7,19
74,17,55,71,81
62,11,97,6,85
47,10,65,95,64
99,36,60,54,40
63,6,90,51,65
44,48,74,46,20
42,20,72,85,22
79,35,42,9,80
66,93,2,37,79
22,96,54,64,94
64,51,7,82,20
75,34,68,27,74
68,66,99,67,72
9,31,1,39,91
15,57,96,43,32
58,37,25,83,27
74,18,59,27,4
46,37,12,20,31
31,54,82,83,75
31,37,28,84,67
87,24,83,62,53
83,35,41,51,68
65,55,77,68,79
7,11,48,59,23
41,46,40,55,72
57,52,25,80,76
49,42,13,44,96
90,78,72,68,39
9,85,64,1,83
31,52,79,21,25
64,11,51,32,51
44,43,80,23,14
61,4,80,17,70
14,85,26,48,65
36,94,64,45,67
40,86,96,82,10
79,33,84,64,97
31,47,94,6,86
59,30,40,61,57
93,54,80,89,43
76,56,97,65,67
88,34,91,50,23
35,21,81,76,88
23,58,69,38,42
3,76,43,93,45
47,32,99,31,90
47,54,29,21,32
52,96,48,21,44
76,9,27,90,2
17,37,24,53,27
63,33,72,85,26
12,14,10,54,61
43,63,25,41,22
2,2,57,77,4
53,94,75,8,23
86,54,88,91,85
40,64,47,15,69
26,39,80,64,1
58,62,14,75,33
97,92,2,75,23
55,68,97,94,11
4,74,86,33,9
76,61,72,51,10
86,99,39,73,69
28,59,36,53,75
76,51,24,92,60
86,10,88,27,71
60,38,89,1,18
67,35,89,53,27
51,29,21,73,20
25,55,61,86,57
68,67,97,65,10
50,17,77,11,18
59,64,16,97,50
20,75,47,75,35
78,87,94,55,37
22,81,27,19,93
40,97,96,13,63
3,42,91,37,4
43,7,24,49,86
64,65,15,7,68
68,75,82,89,31
53,46,39,57,20
58,66,55,97,16
57,16,10,22,30
83,8,78,47,3
78,33,27,63,87
71,61,75,51,82
81,62,41,79,97
79,37,78,56,65
70,25,18,71,57
88,61,94,23,76
35,70,6,47,36
41,49,32,9,10
9,98,7,1,78
34,12,94,96,94
65,93,10,87,21
74,43,23,66,37
25,63,95,25,13
74,27,74,4,98
55,75,69,5,48
57,60,36,39,76
75,74,93,49,20
29,14,77,81,69
37,25,25,43,41
56,95,27,2,50
45,81,8,30,53
44,79,76,23,17
31,3,24,43,78
1,15,42,48,28
88,92,31,26,47
88,2,9,58,76
58,35,29,4,89
31,4,1,78,33
93,49,15,23,81
50,76,14,11,37
48,61,88,46,53
39,82,12,8,13
83,74,54,40,35
40,36,38,21,83
81,35,42,23,72
19,12,2,37,76
79,17,8,59,88
81,77,21,49,48
81,73,51,78,29
50,63,19,90,18
89,7,95,45,81
82,86,84,14,69
19,1,82,92,31
2,60,98,79,13
36,57,35,44,23
33,17,13,98,39
67,38,55,75,76
20,6,23,95,68
36,50,51,60,3
85,28,81,23,53
71,94,54,9,5
70,50,72,22,55
61,57,27,11,33
85,87,21,37,13
97,70,25,23,69
92,18,15,50,71
59,49,29,55,43
34,72,65,68,50
89,51,73,73,77
19,56,33,61,37
99,19,5,18,61
74,76,92,55,73
16,15,64,18,22
61,54,23,94,74
28,22,80,64,85
39,98,14,20,36
43,80,70,16,86
93,58,35,22,21
24,84,68,9,68
15,43,11,46,42
81,4,23,85,67
27,7,74,59,9
88,57,81,74,96
90,18,65,8,26
25,43,6,87,10
30,10,71,98,11
80,93,10,62,35
21,21,17,1,63
62,22,78,4,92
73,70,9,24,81
96,65,45,61,4
5,88,28,45,93
78,2,94,65,11
61,65,89,47,30
85,38,77,41,11
6,37,19,25,87
92,96,85,67,11
52,30,16,78,49
20,67,51,76,14
24,93,35,17,57
26,18,97,77,27
40,14,7,49,74
86,80,52,88,70
95,63,39,19,64
16,33,59,71,69
2,91,55,85,42
86,85,63,76,32
88,17,17,72,34
26,3,28,9,66
10,67,21,6,36
3,51,36,61,77
89,11,61,10,49
41,24,60,44,1
86,16,7,38,67
20,95,77,71,37
80,49,10,88,11
44,59,14,77,45
50,49,46,9,96
42,65,58,81,93
84,47,86,66,17
19,69,27,14,74
71,48,67,14,88
66,51,31,76,74
51,21,90,1,33
89,48,74,27,27
70,15,96,20,79
22,72,74,27,74
44,28,91,59,46
73,44,48,22,75
11,71,95,75,64
63,43,29,30,44
27,1,41,59,55
10,37,14,64,31
59,71,65,69,90
27,12,56,68,76
78,59,51,27,16
74,1,37,16,19
58,57,79,83,66
46,26,78,1,33
95,98,50,14,76
14,63,44,31,39
21,11,2,93,97
80,83,86,94,29
31,42,70,1,76
8,20,49,62,86
79,44,25,71,54
78,32,64,75,17
56,84,81,80,95
63,23,94,10,49
56,25,49,7,8
80,28,13,97,91
39,19,27,53,80
66,90,34,7,40
21,36,29,47,15
3,75,65,85,78
93,89,11,97,51
12,50,61,26,16
96,38,17,86,26
50,82,84,80,72
19,37,3,53,51
77,88,88,72,38
74,87,47,92,5
6,13,99,15,71
47,97,53,18,61
46,15,72,68,65
76,90,41,10,77
63,55,54,41,15
66,21,68,35,49
77,80,45,13,78
78,95,54,10,27
35,45,88,40,14
2,73,77,98,55
78,74,48,72,65
32,27,19,20,9
82,21,96,71,68
35,7,78,30,86
26,64,38,30,75
10,68,43,24,26
89,55,13,32,35
61,64,32,84,20
7,85,54,38,51
63,62,45,62,59
44,10,87,75,14
28,8,59,24,79
63,2,98,5,84
72,47,67,60,97
59,49,66,72,56
28,8,53,75,80
3,13,50,31,65
21,72,8,49,99
5,42,87,39,55
53,61,48,95,96
64,59,87,58,90
54,75,43,23,24
17,11,38,75,12
79,11,3,68,80
75,7,30,15,2
5,57,26,1,48
59,43,94,97,76
6,19,48,92,47
78,58,25,35,68
53,43,34,6,30
48,52,98,11,28
1,95,44,90,6
11,66,70,40,56
18,53,43,66,86
3,69,37,19,44
98,77,57,13,63
96,6,41,52,37
38,39,77,40,37
84,8,3,14,58
38,69,55,3,86
68,21,85,26,95
18,51,56,75,93
76,64,99,98,2
81,37,84,9,34
25,20,30,32,33
52,47,13,62,70
43,87,68,59,63
34,69,35,58,28
80,16,70,45,7
59,65,45,22,69
31,20,80,70,14
16,35,51,10,85
3,21,28,6,32
63,5,9,87,40
33,78,90,54,26
36,60,69,72,91
69,8,44,47,73
2,51,75,16,4
9,81,34,80,11
96,42,10,14,65
34,67,84,65,87
62,59,11,30,76
21,55,27,55,41
13,46,49,26,20
32,98,42,57,63
49,32,87,27,16
20,19,76,43,31
91,14,67,76,34
38,11,52,74,45
99,41,59,39,44
16,92,60,17,97
70,33,37,51,93
83,71,31,8,91
47,9,52,51,9
99,97,45,50,49
14,16,99,89,21
96,23,24,70,52
79,89,19,35,7
75,60,60,91,84
86,28,13,74,53
94,36,9,95,44
20,95,8,43,78
8,11,16,72,46
46,10,14,32,98
89,88,77,21,46
70,43,93,27,75
32,83,84,74,61
74,27,64,80,95
59,72,35,84,31
68,14,68,9,70
28,16,39,18,1
80,28,54,99,27
85,18,14,84,50
15,72,51,32,44
43,7,75,61,26
87,28,20,65,86
46,11,56,64,79
50,74,14,62,44
33,38,6,84,63
67,15,70,98,81
57,46,15,64,70
83,86,92,61,75
53,41,46,29,60
23,86,86,54,57
14,55,97,31,76
12,78,96,54,64
48,36,18,97,14
21,54,47,28,21
17,74,57,67,38
57,27,37,89,84
32,7,61,39,50
12,14,58,48,76
78,38,38,11,3
21,75,15,50,68
22,6,92,23,59
61,69,3,43,49
55,9,28,52,53
62,24,90,8,24
99,84,52,25,89
44,12,1,28,4
2,71,86,65,11
96,13,73,48,62
7,9,47,90,35
36,7,66,9,62
19,18,82,65,9
23,14,24,79,38
52,17,22,29,93
46,31,51,67,36
53,76,59,66,39
78,57,29,43,48
60,84,2,46,63
46,55,63,88,30
32,42,69,59,62
65,98,27,32,79
82,57,90,95,81
93,31,78,64,47
85,50,55,68,36
56,17,51,26,29
56,83,74,76,71
6,16,42,61,42
15,29,95,69,83
8,9,6,49,52
50,37,78,42,2
52,22,92,61,46
80,21,34,15,21
54,6,91,73,63
26,37,49,79,85
79,72,94,3,27
64,93,76,54,67
55,41,11,58,87
60,24,31,56,60
4,74,36,41,87
82,97,68,12,76
5,97,48,68,83
37,79,98,40,67
31,5,2,8,83
42,17,99,77,59
97,33,41,40,73
40,59,92,87,97
39,21,57,64,32
2,29,98,43,69
34,47,30,74,7
82,59,88,99,80
4,37,33,22,33
26,44,99,85,31
24,66,47,12,45
30,83,82,19,78
80,56,69,48,80
88,99,15,11,84
33,56,37,14,4
86,84,8,69,59
10,77,94,98,59
82,45,59,10,31
62,73,57,9,23
43,41,54,48,76
54,81,56,73,26
54,42,54,4,37
80,28,10,97,88
15,10,15,87,52
51,31,53,18,60
39,93,68,14,78
36,35,82,48,12
99,51,58,21,86
21,19,28,42,9
57,48,36,16,49
33,46,24,31,88
57,1,12,70,72
20,39,68,96,29
54,13,62,67,10
38,52,5,20,57
6,87,3,77,91
15,52,42,30,25
33,32,53,83,19
86,85,18,25,91
3,26,67,8,23
98,79,25,67,54
32,13,3,8,47
29,61,5,17,17
57,45,97,16,42
94,58,54,72,93
96,51,68,60,23
47,2,68,5,2
27,51,37,90,12
32,90,59,65,1
80,62,96,15,40
25,57,87,85,19
77,98,10,8,23
2,47,54,49,25
68,40,54,95,22
87,19,60,59,96
56,80,88,69,36
75,83,69,67,94
97,28,7,26,53
55,19,8,21,84
51,83,84,88,69
9,4,78,44,50
55,65,79,96,52
22,57,27,7,92
42,33,85,55,33
58,95,30,50,24
43,98,36,37,80
2,87,44,87,62
61,80,61,10,27
61,33,74,7,47
80,54,23,10,42
90,32,67,79,96
98,44,14,35,21
92,66,82,26,76
76,70,48,94,36
79,12,41,99,68
50,27,4,92,40
67,49,45,55,31
54,73,25,87,23
69,84,98,26,48
81,70,41,26,39
91,68,38,66,41
99,13,59,54,58
67,26,74,54,17
86,42,33,51,82
83,55,14,10,51
98,20,89,39,90
72,83,2,39,12
31,33,59,37,65
59,90,81,41,71
82,59,16,53,23
47,61,4,21,78
27,6,11,9,82
69,63,68,66,16
87,39,12,87,70
48,5,89,66,60
68,1,92,14,52
70,85,63,80,51
39,8,40,70,91
3,9,16,46,38
93,31,42,1,9
68,71,91,24,16
11,8,40,88,94
87,31,62,14,28
75,15,87,74,97
42,6,79,30,5
61,86,69,79,45
94,29,1,52,74
10,10,52,83,99
90,55,77,72,1
87,23,92,68,83
12,84,37,46,50
13,21,26,1,64
70,30,31,53,55
23,27,99,67,51
80,25,37,34,75
82,68,97,58,97
52,17,47,68,52
38,16,37,40,67
98,86,57,80,78
22,68,7,47,17
50,28,19,23,65
36,43,81,7,48
94,1,50,16,40
53,29,82,90,76
96,97,77,31,5
20,81,51,29,33
19,87,27,55,29
90,4,9,79,86
50,13,36,24,10
72,81,26,34,80
8,22,39,37,75
30,65,29,91,94
74,52,71,14,38
45,89,9,59,66
8,24,59,91,54
60,68,28,50,66
66,47,26,36,9
60,75,72,97,6
33,83,88,53,78
25,27,52,69,62
55,36,30,76,20
33,75,34,26,24
21,57,37,17,7
96,2,45,90,5
28,85,51,57,86
38,69,11,41,7
48,31,44,89,42
34,79,44,58,39
3,27,66,6,65
68,15,96,3,15
19,88,89,92,69
18,58,58,30,79
45,3,29,89,38
80,3,36,12,83
2,22,5,82,23
87,29,74,8,5
24,8,47,39,78
79,90,34,16,36
15,52,65,51,20
44,56,47,29,43
52,29,6,58,41
27,11,7,17,6
69,77,16,17,13
25,36,44,45,41
22,11,79,55,11
5,43,43,78,18
89,27,51,53,91
93,84,52,91,10
24,33,61,36,2
16,78,52,84,16
33,80,50,28,59
28,78,81,65,22
18,30,30,93,15
15,8,81,46,3
48,21,27,33,62
41,58,76,44,99
98,80,80,32,50
70,22,85,30,69
41,26,2,7,92
41,4,35,33,9
57,94,16,81,69
45,13,18,37,54
28,87,67,24,93
14,21,55,43,71
7,33,39,93,77
84,31,42,74,68
95,86,16,66,79
97,98,24,38,80
5,84,98,93,83
94,87,19,35,12
76,41,8,33,90
85,55,71,83,44
39,80,33,87,21
43,49,25,27,75
38,73,57,24,19
78,67,95,86,49
22,76,21,68,24
72,96,11,85,94
43,25,68,37,53
50,6,51,40,30
48,66,92,80,91
37,34,21,57,23
20,26,28,24,65
93,61,66,25,19
75,58,36,92,23
83,74,18,42,35
75,82,39,91,84
50,75,77,11,25
86,10,27,77,55
33,10,12,39,31
39,46,86,4,35
76,46,25,77,52
89,60,83,50,99
89,51,79,25,52
17,22,14,87,55
83,84,53,21,67
43,24,47,15,29
8,51,23,84,24
23,12,77,25,57
9,27,11,7,75
50,44,27,20,35
97,29,55,60,41
66,93,4,22,73
6,52,22,57,9
67,27,18,4,36
47,70,70,44,95
73,83,34,73,11
37,86,49,87,46
7,37,31,77,50
57,94,2,5,81
43,54,24,25,50
76,48,45,33,72
7,57,1,17,75
74,30,84,2,27
74,96,99,33,24
35,5,78,83,30
70,27,32,64,5
55,96,81,25,10
9,48,25,19,69
28,22,26,6,53
